step,queue_length,total_arrivals,total_served,total_dropout,avg_waiting_time,avg_system_time,service_level,dropout_rate,utilization,current_arrival_prob
275,11,134,36,85,31.52777777777778,45.416666666666664,0.26865671641791045,0.6343283582089553,1.0,0.39999999999999997
276,12,135,36,85,31.52777777777778,45.416666666666664,0.26666666666666666,0.6296296296296297,1.0,0.39999999999999997
277,12,136,36,86,31.52777777777778,45.416666666666664,0.2647058823529412,0.6323529411764706,1.0,0.39999999999999997
278,12,136,36,86,31.52777777777778,45.416666666666664,0.2647058823529412,0.6323529411764706,1.0,0.39999999999999997
279,14,138,36,86,31.52777777777778,45.416666666666664,0.2608695652173913,0.6231884057971014,1.0,0.39999999999999997
280,15,139,36,86,31.52777777777778,45.416666666666664,0.2589928057553957,0.6187050359712231,1.0,0.39999999999999997
281,15,139,36,86,31.52777777777778,45.416666666666664,0.2589928057553957,0.6187050359712231,1.0,0.39999999999999997
282,16,140,36,86,31.52777777777778,45.416666666666664,0.2571428571428571,0.6142857142857143,1.0,0.39999999999999997
283,16,141,37,86,31.594594594594593,45.62162162162162,0.2624113475177305,0.6099290780141844,1.0,0.39999999999999997
284,17,142,37,86,31.594594594594593,45.62162162162162,0.2605633802816901,0.6056338028169014,1.0,0.39999999999999997
285,17,142,37,86,31.594594594594593,45.62162162162162,0.2605633802816901,0.6056338028169014,1.0,0.39999999999999997
286,17,142,37,86,31.594594594594593,45.62162162162162,0.2605633802816901,0.6056338028169014,1.0,0.39999999999999997
287,16,142,37,87,31.594594594594593,45.62162162162162,0.2605633802816901,0.6126760563380281,1.0,0.39999999999999997
288,17,143,37,87,31.594594594594593,45.62162162162162,0.25874125874125875,0.6083916083916084,1.0,0.39999999999999997
289,16,143,37,88,31.594594594594593,45.62162162162162,0.25874125874125875,0.6153846153846154,1.0,0.39999999999999997
290,15,143,37,89,31.594594594594593,45.62162162162162,0.25874125874125875,0.6223776223776224,1.0,0.39999999999999997
291,14,143,38,89,31.63157894736842,45.73684210526316,0.26573426573426573,0.6223776223776224,1.0,0.39999999999999997
292,14,143,38,89,31.63157894736842,45.73684210526316,0.26573426573426573,0.6223776223776224,1.0,0.39999999999999997
293,15,144,38,89,31.63157894736842,45.73684210526316,0.2638888888888889,0.6180555555555556,1.0,0.39999999999999997
294,15,144,38,89,31.63157894736842,45.73684210526316,0.2638888888888889,0.6180555555555556,1.0,0.39999999999999997
295,16,145,38,89,31.63157894736842,45.73684210526316,0.2620689655172414,0.6137931034482759,1.0,0.39999999999999997
296,17,146,38,89,31.63157894736842,45.73684210526316,0.2602739726027397,0.6095890410958904,1.0,0.39999999999999997
297,15,146,39,90,31.58974358974359,45.666666666666664,0.2671232876712329,0.6164383561643836,1.0,0.39999999999999997
298,16,147,39,90,31.58974358974359,45.666666666666664,0.2653061224489796,0.6122448979591837,1.0,0.39999999999999997
299,16,147,39,90,31.58974358974359,45.666666666666664,0.2653061224489796,0.6122448979591837,1.0,0.39999999999999997
300,16,148,39,91,31.58974358974359,45.666666666666664,0.2635135135135135,0.6148648648648649,1.0,0.39999999999999997
301,16,148,39,91,31.58974358974359,45.666666666666664,0.2635135135135135,0.6148648648648649,1.0,0.39999999999999997
302,17,149,39,91,31.58974358974359,45.666666666666664,0.26174496644295303,0.610738255033557,1.0,0.39999999999999997
303,17,149,39,91,31.58974358974359,45.666666666666664,0.26174496644295303,0.610738255033557,1.0,0.39999999999999997
304,17,149,39,91,31.58974358974359,45.666666666666664,0.26174496644295303,0.610738255033557,1.0,0.39999999999999997
305,18,150,39,91,31.58974358974359,45.666666666666664,0.26,0.6066666666666667,1.0,0.39999999999999997
306,17,150,39,92,31.58974358974359,45.666666666666664,0.26,0.6133333333333333,1.0,0.39999999999999997
307,17,150,39,92,31.58974358974359,45.666666666666664,0.26,0.6133333333333333,1.0,0.39999999999999997
308,15,150,40,93,31.725,45.85,0.26666666666666666,0.62,1.0,0.39999999999999997
309,16,151,40,93,31.725,45.85,0.26490066225165565,0.6158940397350994,1.0,0.39999999999999997
310,16,151,40,93,31.725,45.85,0.26490066225165565,0.6158940397350994,1.0,0.39999999999999997
311,16,152,40,94,31.725,45.85,0.2631578947368421,0.618421052631579,1.0,0.39999999999999997
312,16,152,40,94,31.725,45.85,0.2631578947368421,0.618421052631579,1.0,0.39999999999999997
313,13,152,41,96,31.853658536585368,46.0,0.26973684210526316,0.631578947368421,1.0,0.39999999999999997
314,13,152,41,96,31.853658536585368,46.0,0.26973684210526316,0.631578947368421,1.0,0.39999999999999997
315,13,152,41,96,31.853658536585368,46.0,0.26973684210526316,0.631578947368421,1.0,0.39999999999999997
316,13,152,41,96,31.853658536585368,46.0,0.26973684210526316,0.631578947368421,1.0,0.39999999999999997
317,11,152,41,98,31.853658536585368,46.0,0.26973684210526316,0.6447368421052632,1.0,0.39999999999999997
318,11,152,41,98,31.853658536585368,46.0,0.26973684210526316,0.6447368421052632,1.0,0.39999999999999997
319,12,153,41,98,31.853658536585368,46.0,0.2679738562091503,0.6405228758169934,1.0,0.39999999999999997
320,12,153,41,98,31.853658536585368,46.0,0.2679738562091503,0.6405228758169934,1.0,0.39999999999999997
321,12,154,41,99,31.853658536585368,46.0,0.2662337662337662,0.6428571428571429,1.0,0.39999999999999997
322,13,155,41,99,31.853658536585368,46.0,0.2645161290322581,0.6387096774193548,1.0,0.39999999999999997
323,14,156,41,99,31.853658536585368,46.0,0.26282051282051283,0.6346153846153846,1.0,0.39999999999999997
324,14,156,41,99,31.853658536585368,46.0,0.26282051282051283,0.6346153846153846,1.0,0.39999999999999997
325,14,157,41,100,31.853658536585368,46.0,0.2611464968152866,0.6369426751592356,1.0,0.39999999999999997
326,14,157,41,100,31.853658536585368,46.0,0.2611464968152866,0.6369426751592356,1.0,0.39999999999999997
327,14,157,41,100,31.853658536585368,46.0,0.2611464968152866,0.6369426751592356,1.0,0.39999999999999997
328,14,157,41,100,31.853658536585368,46.0,0.2611464968152866,0.6369426751592356,1.0,0.39999999999999997
329,14,158,41,101,31.853658536585368,46.0,0.25949367088607594,0.6392405063291139,1.0,0.39999999999999997
330,15,159,41,101,31.853658536585368,46.0,0.2578616352201258,0.6352201257861635,1.0,0.39999999999999997
331,14,159,41,102,31.853658536585368,46.0,0.2578616352201258,0.6415094339622641,1.0,0.39999999999999997
332,14,159,41,102,31.853658536585368,46.0,0.2578616352201258,0.6415094339622641,1.0,0.39999999999999997
333,15,160,41,102,31.853658536585368,46.0,0.25625,0.6375,1.0,0.39999999999999997
334,15,161,41,103,31.853658536585368,46.0,0.2546583850931677,0.639751552795031,1.0,0.39999999999999997
335,15,162,42,103,31.928571428571427,46.357142857142854,0.25925925925925924,0.6358024691358025,1.0,0.39999999999999997
336,15,162,42,103,31.928571428571427,46.357142857142854,0.25925925925925924,0.6358024691358025,1.0,0.39999999999999997
337,15,162,42,103,31.928571428571427,46.357142857142854,0.25925925925925924,0.6358024691358025,1.0,0.39999999999999997
338,15,162,42,103,31.928571428571427,46.357142857142854,0.25925925925925924,0.6358024691358025,1.0,0.39999999999999997
339,16,163,42,103,31.928571428571427,46.357142857142854,0.25766871165644173,0.6319018404907976,1.0,0.39999999999999997
340,14,163,42,105,31.928571428571427,46.357142857142854,0.25766871165644173,0.6441717791411042,1.0,0.39999999999999997
341,14,163,42,105,31.928571428571427,46.357142857142854,0.25766871165644173,0.6441717791411042,1.0,0.39999999999999997
342,13,163,42,106,31.928571428571427,46.357142857142854,0.25766871165644173,0.6503067484662577,1.0,0.39999999999999997
343,14,164,42,106,31.928571428571427,46.357142857142854,0.25609756097560976,0.6463414634146342,1.0,0.39999999999999997
344,13,164,43,106,32.0,46.7906976744186,0.2621951219512195,0.6463414634146342,1.0,0.39999999999999997
345,13,164,43,106,32.0,46.7906976744186,0.2621951219512195,0.6463414634146342,1.0,0.39999999999999997
346,12,164,43,107,32.0,46.7906976744186,0.2621951219512195,0.6524390243902439,1.0,0.39999999999999997
347,12,164,43,107,32.0,46.7906976744186,0.2621951219512195,0.6524390243902439,1.0,0.39999999999999997
348,11,164,43,108,32.0,46.7906976744186,0.2621951219512195,0.6585365853658537,1.0,0.39999999999999997
349,11,164,43,108,32.0,46.7906976744186,0.2621951219512195,0.6585365853658537,1.0,0.39999999999999997
350,11,164,43,108,32.0,46.7906976744186,0.2621951219512195,0.6585365853658537,1.0,0.39999999999999997
351,11,164,43,108,32.0,46.7906976744186,0.2621951219512195,0.6585365853658537,1.0,0.39999999999999997
352,11,165,43,109,32.0,46.7906976744186,0.2606060606060606,0.6606060606060606,1.0,0.39999999999999997
353,10,166,44,110,32.25,47.09090909090909,0.26506024096385544,0.6626506024096386,1.0,0.39999999999999997
354,11,167,44,110,32.25,47.09090909090909,0.2634730538922156,0.6586826347305389,1.0,0.39999999999999997
355,12,168,44,110,32.25,47.09090909090909,0.2619047619047619,0.6547619047619048,1.0,0.39999999999999997
356,12,169,45,110,32.53333333333333,47.28888888888889,0.26627218934911245,0.650887573964497,1.0,0.39999999999999997
357,10,169,45,112,32.53333333333333,47.28888888888889,0.26627218934911245,0.6627218934911243,1.0,0.39999999999999997
358,10,169,45,112,32.53333333333333,47.28888888888889,0.26627218934911245,0.6627218934911243,1.0,0.39999999999999997
359,11,170,45,112,32.53333333333333,47.28888888888889,0.2647058823529412,0.6588235294117647,1.0,0.39999999999999997
360,12,171,45,112,32.53333333333333,47.28888888888889,0.2631578947368421,0.6549707602339181,1.0,0.35
361,12,171,45,112,32.53333333333333,47.28888888888889,0.2631578947368421,0.6549707602339181,1.0,0.35
362,12,171,45,112,32.53333333333333,47.28888888888889,0.2631578947368421,0.6549707602339181,1.0,0.35
363,12,171,45,112,32.53333333333333,47.28888888888889,0.2631578947368421,0.6549707602339181,1.0,0.35
364,12,171,45,112,32.53333333333333,47.28888888888889,0.2631578947368421,0.6549707602339181,1.0,0.35
365,13,172,45,112,32.53333333333333,47.28888888888889,0.2616279069767442,0.6511627906976745,1.0,0.35
366,13,173,46,112,32.58695652173913,47.28260869565217,0.2658959537572254,0.6473988439306358,1.0,0.35
367,13,174,46,113,32.58695652173913,47.28260869565217,0.26436781609195403,0.6494252873563219,1.0,0.35
368,14,175,46,113,32.58695652173913,47.28260869565217,0.26285714285714284,0.6457142857142857,1.0,0.35
369,15,176,46,113,32.58695652173913,47.28260869565217,0.26136363636363635,0.6420454545454546,1.0,0.35
370,15,176,46,113,32.58695652173913,47.28260869565217,0.26136363636363635,0.6420454545454546,1.0,0.35
371,15,176,46,113,32.58695652173913,47.28260869565217,0.26136363636363635,0.6420454545454546,1.0,0.35
372,16,177,46,113,32.58695652173913,47.28260869565217,0.2598870056497175,0.6384180790960452,1.0,0.35
373,15,178,47,114,32.638297872340424,47.361702127659576,0.2640449438202247,0.6404494382022472,1.0,0.35
374,16,179,47,114,32.638297872340424,47.361702127659576,0.26256983240223464,0.6368715083798883,1.0,0.35
375,17,180,47,114,32.638297872340424,47.361702127659576,0.2611111111111111,0.6333333333333333,1.0,0.35
376,18,181,47,114,32.638297872340424,47.361702127659576,0.2596685082872928,0.6298342541436464,1.0,0.35
377,19,182,47,114,32.638297872340424,47.361702127659576,0.25824175824175827,0.6263736263736264,1.0,0.35
378,21,184,47,114,32.638297872340424,47.361702127659576,0.2554347826086957,0.6195652173913043,1.0,0.35
379,21,184,47,114,32.638297872340424,47.361702127659576,0.2554347826086957,0.6195652173913043,1.0,0.35
380,20,184,48,114,32.75,47.4375,0.2608695652173913,0.6195652173913043,1.0,0.35
381,21,185,48,114,32.75,47.4375,0.2594594594594595,0.6162162162162163,1.0,0.35
382,20,185,48,115,32.75,47.4375,0.2594594594594595,0.6216216216216216,1.0,0.35
383,20,185,48,115,32.75,47.4375,0.2594594594594595,0.6216216216216216,1.0,0.35
384,22,187,48,115,32.75,47.4375,0.25668449197860965,0.6149732620320856,1.0,0.35
385,23,188,48,115,32.75,47.4375,0.2553191489361702,0.6117021276595744,1.0,0.35
386,22,188,49,115,32.795918367346935,47.42857142857143,0.26063829787234044,0.6117021276595744,1.0,0.35
387,23,189,49,115,32.795918367346935,47.42857142857143,0.25925925925925924,0.6084656084656085,1.0,0.35
388,23,189,49,115,32.795918367346935,47.42857142857143,0.25925925925925924,0.6084656084656085,1.0,0.35
389,23,189,49,115,32.795918367346935,47.42857142857143,0.25925925925925924,0.6084656084656085,1.0,0.35
390,24,190,49,115,32.795918367346935,47.42857142857143,0.2578947368421053,0.6052631578947368,1.0,0.35
391,24,191,49,116,32.795918367346935,47.42857142857143,0.25654450261780104,0.6073298429319371,1.0,0.35
392,24,192,49,117,32.795918367346935,47.42857142857143,0.2552083333333333,0.609375,1.0,0.35
393,23,192,49,118,32.795918367346935,47.42857142857143,0.2552083333333333,0.6145833333333334,1.0,0.35
394,23,192,49,118,32.795918367346935,47.42857142857143,0.2552083333333333,0.6145833333333334,1.0,0.35
395,23,192,49,118,32.795918367346935,47.42857142857143,0.2552083333333333,0.6145833333333334,1.0,0.35
396,21,192,49,120,32.795918367346935,47.42857142857143,0.2552083333333333,0.625,1.0,0.35
397,20,194,50,122,32.9,47.56,0.25773195876288657,0.6288659793814433,1.0,0.35
398,21,195,50,122,32.9,47.56,0.2564102564102564,0.6256410256410256,1.0,0.35
399,21,196,50,123,32.9,47.56,0.25510204081632654,0.6275510204081632,1.0,0.35
400,20,196,50,124,32.9,47.56,0.25510204081632654,0.6326530612244898,1.0,0.35
401,19,196,51,124,32.92156862745098,47.568627450980394,0.2602040816326531,0.6326530612244898,1.0,0.35
402,19,196,51,124,32.92156862745098,47.568627450980394,0.2602040816326531,0.6326530612244898,1.0,0.35
403,17,196,51,126,32.92156862745098,47.568627450980394,0.2602040816326531,0.6428571428571429,1.0,0.35
404,18,197,51,126,32.92156862745098,47.568627450980394,0.25888324873096447,0.6395939086294417,1.0,0.35
405,18,198,51,127,32.92156862745098,47.568627450980394,0.25757575757575757,0.6414141414141414,1.0,0.35
406,18,198,51,127,32.92156862745098,47.568627450980394,0.25757575757575757,0.6414141414141414,1.0,0.35
407,17,199,51,129,32.92156862745098,47.568627450980394,0.2562814070351759,0.6482412060301508,1.0,0.35
408,18,200,51,129,32.92156862745098,47.568627450980394,0.255,0.645,1.0,0.35
409,18,201,52,129,33.03846153846154,47.61538461538461,0.25870646766169153,0.6417910447761194,1.0,0.35
410,19,202,52,129,33.03846153846154,47.61538461538461,0.25742574257425743,0.6386138613861386,1.0,0.35
411,19,202,52,129,33.03846153846154,47.61538461538461,0.25742574257425743,0.6386138613861386,1.0,0.35
412,18,202,52,130,33.03846153846154,47.61538461538461,0.25742574257425743,0.6435643564356436,1.0,0.35
413,19,203,52,130,33.03846153846154,47.61538461538461,0.2561576354679803,0.6403940886699507,1.0,0.35
414,18,203,52,131,33.03846153846154,47.61538461538461,0.2561576354679803,0.645320197044335,1.0,0.35
415,16,203,53,132,33.056603773584904,47.60377358490566,0.26108374384236455,0.6502463054187192,1.0,0.35
416,17,204,53,132,33.056603773584904,47.60377358490566,0.25980392156862747,0.6470588235294118,1.0,0.35
417,17,204,53,132,33.056603773584904,47.60377358490566,0.25980392156862747,0.6470588235294118,1.0,0.35
418,17,204,53,132,33.056603773584904,47.60377358490566,0.25980392156862747,0.6470588235294118,1.0,0.35
419,18,205,53,132,33.056603773584904,47.60377358490566,0.25853658536585367,0.6439024390243903,1.0,0.35
420,18,206,53,133,33.056603773584904,47.60377358490566,0.25728155339805825,0.6456310679611651,1.0,0.35
421,19,207,53,133,33.056603773584904,47.60377358490566,0.2560386473429952,0.642512077294686,1.0,0.35
422,19,207,53,133,33.056603773584904,47.60377358490566,0.2560386473429952,0.642512077294686,1.0,0.35
423,17,207,54,134,33.148148148148145,47.666666666666664,0.2608695652173913,0.6473429951690821,1.0,0.35
424,17,207,54,134,33.148148148148145,47.666666666666664,0.2608695652173913,0.6473429951690821,1.0,0.35
425,16,207,54,135,33.148148148148145,47.666666666666664,0.2608695652173913,0.6521739130434783,1.0,0.35
426,14,208,54,138,33.148148148148145,47.666666666666664,0.25961538461538464,0.6634615384615384,1.0,0.35
427,14,209,55,138,33.29090909090909,47.74545454545454,0.2631578947368421,0.6602870813397129,1.0,0.35
428,14,209,55,138,33.29090909090909,47.74545454545454,0.2631578947368421,0.6602870813397129,1.0,0.35
429,13,209,55,139,33.29090909090909,47.74545454545454,0.2631578947368421,0.6650717703349283,1.0,0.35
430,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
431,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
432,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
433,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
434,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
435,14,210,55,139,33.29090909090909,47.74545454545454,0.2619047619047619,0.6619047619047619,1.0,0.35
436,14,211,56,139,33.410714285714285,47.82142857142857,0.26540284360189575,0.6587677725118484,1.0,0.35
437,14,211,56,139,33.410714285714285,47.82142857142857,0.26540284360189575,0.6587677725118484,1.0,0.35
438,13,211,56,140,33.410714285714285,47.82142857142857,0.26540284360189575,0.6635071090047393,1.0,0.35
439,11,211,56,142,33.410714285714285,47.82142857142857,0.26540284360189575,0.6729857819905213,1.0,0.35
440,11,212,56,143,33.410714285714285,47.82142857142857,0.2641509433962264,0.6745283018867925,1.0,0.35
441,10,212,56,144,33.410714285714285,47.82142857142857,0.2641509433962264,0.6792452830188679,1.0,0.35
442,9,212,56,145,33.410714285714285,47.82142857142857,0.2641509433962264,0.6839622641509434,1.0,0.35
443,8,212,56,146,33.410714285714285,47.82142857142857,0.2641509433962264,0.6886792452830188,1.0,0.35
444,8,212,56,146,33.410714285714285,47.82142857142857,0.2641509433962264,0.6886792452830188,1.0,0.35
445,8,212,56,146,33.410714285714285,47.82142857142857,0.2641509433962264,0.6886792452830188,1.0,0.35
446,9,213,56,146,33.410714285714285,47.82142857142857,0.26291079812206575,0.6854460093896714,1.0,0.35
447,7,213,57,147,33.36842105263158,47.85964912280702,0.2676056338028169,0.6901408450704225,1.0,0.35
448,8,214,57,147,33.36842105263158,47.85964912280702,0.26635514018691586,0.6869158878504673,1.0,0.35
449,8,214,57,147,33.36842105263158,47.85964912280702,0.26635514018691586,0.6869158878504673,1.0,0.35
450,7,214,57,148,33.36842105263158,47.85964912280702,0.26635514018691586,0.6915887850467289,1.0,0.35
451,8,215,57,148,33.36842105263158,47.85964912280702,0.2651162790697674,0.6883720930232559,1.0,0.35
452,8,215,57,148,33.36842105263158,47.85964912280702,0.2651162790697674,0.6883720930232559,1.0,0.35
453,9,216,57,148,33.36842105263158,47.85964912280702,0.2638888888888889,0.6851851851851852,1.0,0.35
454,9,216,57,148,33.36842105263158,47.85964912280702,0.2638888888888889,0.6851851851851852,1.0,0.35
455,10,217,57,148,33.36842105263158,47.85964912280702,0.2626728110599078,0.6820276497695853,1.0,0.35
456,10,217,57,148,33.36842105263158,47.85964912280702,0.2626728110599078,0.6820276497695853,1.0,0.35
457,10,218,57,149,33.36842105263158,47.85964912280702,0.26146788990825687,0.6834862385321101,1.0,0.35
458,10,218,57,149,33.36842105263158,47.85964912280702,0.26146788990825687,0.6834862385321101,1.0,0.35
459,11,219,57,149,33.36842105263158,47.85964912280702,0.2602739726027397,0.680365296803653,1.0,0.35
460,10,219,58,149,33.275862068965516,47.724137931034484,0.2648401826484018,0.680365296803653,1.0,0.35
461,10,219,58,149,33.275862068965516,47.724137931034484,0.2648401826484018,0.680365296803653,1.0,0.35
462,9,219,59,149,33.355932203389834,47.983050847457626,0.2694063926940639,0.680365296803653,1.0,0.35
463,9,219,59,149,33.355932203389834,47.983050847457626,0.2694063926940639,0.680365296803653,1.0,0.35
464,10,220,59,149,33.355932203389834,47.983050847457626,0.2681818181818182,0.6772727272727272,1.0,0.35
465,10,220,59,149,33.355932203389834,47.983050847457626,0.2681818181818182,0.6772727272727272,1.0,0.35
466,10,220,59,149,33.355932203389834,47.983050847457626,0.2681818181818182,0.6772727272727272,1.0,0.35
467,11,221,59,149,33.355932203389834,47.983050847457626,0.2669683257918552,0.6742081447963801,1.0,0.35
468,11,221,59,149,33.355932203389834,47.983050847457626,0.2669683257918552,0.6742081447963801,1.0,0.35
469,10,221,59,150,33.355932203389834,47.983050847457626,0.2669683257918552,0.6787330316742082,1.0,0.35
470,11,222,59,150,33.355932203389834,47.983050847457626,0.26576576576576577,0.6756756756756757,1.0,0.35
471,12,223,59,150,33.355932203389834,47.983050847457626,0.2645739910313901,0.672645739910314,1.0,0.35
472,11,223,60,150,33.4,47.93333333333333,0.26905829596412556,0.672645739910314,1.0,0.35
473,12,224,60,150,33.4,47.93333333333333,0.26785714285714285,0.6696428571428571,1.0,0.35
474,13,225,60,150,33.4,47.93333333333333,0.26666666666666666,0.6666666666666666,1.0,0.35
475,12,225,60,151,33.4,47.93333333333333,0.26666666666666666,0.6711111111111111,1.0,0.35
476,10,225,61,152,33.42622950819672,47.967213114754095,0.27111111111111114,0.6755555555555556,1.0,0.35
477,10,225,61,152,33.42622950819672,47.967213114754095,0.27111111111111114,0.6755555555555556,1.0,0.35
478,11,226,61,152,33.42622950819672,47.967213114754095,0.26991150442477874,0.672566371681416,1.0,0.35
479,12,227,61,152,33.42622950819672,47.967213114754095,0.2687224669603524,0.6696035242290749,1.0,0.35
